Date,Product,Category,Region,Quantity Sold,Sales,Revenue
2024-03-09,Tablet,Accessories,East,6,8737,10834.231510894155
2024-03-10,Monitor,Electronics,North,15,2988,3252.3632288062486
2024-03-11,Monitor,Accessories,North,3,4802,5221.273988424639
2024-03-12,Phone,Accessories,East,14,6808,7604.832773901842
2024-03-13,Tablet,Accessories,East,14,8162,9306.872979098885
2024-03-14,Monitor,Electronics,East,4,7241,8342.456716244706
2024-03-15,Laptop,Electronics,West,12,9399,11466.068535254153
2024-03-16,Laptop,Electronics,East,17,6633,7058.640326638997
2024-03-17,Keyboard,Accessories,North,7,6755,7151.30352926177
2024-03-18,Tablet,Electronics,West,9,7309,8390.568576139258
2024-03-19,Tablet,Accessories,East,3,5117,6264.696653167512
2024-03-20,Keyboard,Accessories,North,13,9345,10264.163319982083
2024-03-21,Monitor,Electronics,West,15,2518,3047.7270709508102
2024-03-22,Tablet,Accessories,East,18,7163,7986.4372380165905
2024-03-23,Laptop,Electronics,East,19,3600,4577.477497932165
2024-03-24,Laptop,Electronics,East,1,3195,4070.1823429829606
2024-03-25,Phone,Electronics,West,6,4554,5120.16148207429
2024-03-26,Tablet,Electronics,North,2,3849,4262.7614897511285
2024-03-27,Monitor,Electronics,North,14,2742,3161.0488728514015
2024-03-28,Keyboard,Accessories,South,6,2306,2559.966458856356
2024-03-29,Keyboard,Accessories,East,14,4849,5906.547314030368
2024-03-30,Monitor,Accessories,South,4,8519,10704.26126191671
2024-03-31,Phone,Electronics,South,8,5195,6328.928405020943
2024-04-01,Keyboard,Electronics,North,3,6178,7760.10926577662
2024-04-02,Tablet,Electronics,West,19,3555,4085.5767841618926
2024-04-03,Phone,Accessories,West,14,3305,3599.406897048196
2024-04-04,Tablet,Electronics,North,17,8619,10640.049803904962
2024-04-05,Laptop,Accessories,West,8,3642,4152.312036931385
2024-04-06,Phone,Accessories,South,14,7409,9022.81138603066
2024-04-07,Keyboard,Electronics,East,6,5757,6434.374293497256
2024-04-08,Phone,Electronics,North,16,3994,4274.807790354463
2024-04-09,Phone,Accessories,East,19,9751,12658.216271950296
2024-04-10,Phone,Electronics,West,14,2271,2473.233406127598
2024-04-11,Phone,Accessories,East,19,2813,3648.757064004818
2024-04-12,Tablet,Electronics,West,3,9801,12685.630154770939
2024-04-13,Laptop,Electronics,West,10,3461,4320.901114406432
2024-04-14,Monitor,Accessories,South,19,5120,6220.061391464957
2024-04-15,Phone,Electronics,West,9,7124,8509.27435649718
2024-04-16,Keyboard,Accessories,South,13,9475,12000.328035613747
2024-04-17,Phone,Electronics,South,7,5396,6056.25391466469
2024-04-18,Keyboard,Accessories,South,14,1816,2119.127270468134
2024-04-19,Tablet,Accessories,North,9,8304,10005.053576404858
2024-04-20,Keyboard,Electronics,North,19,8331,9603.956963617182
2024-04-21,Monitor,Accessories,West,15,1082,1251.7350858314173
2024-04-22,Laptop,Electronics,South,14,2920,3307.1078072765217
2024-04-23,Keyboard,Electronics,North,6,8817,10501.557981926888
2024-04-24,Keyboard,Electronics,South,4,3093,3905.3567537876884
2024-04-25,Laptop,Accessories,East,8,8071,8881.183884722239
2024-04-26,Monitor,Accessories,East,17,8967,11510.115264625527
2024-04-27,Phone,Electronics,East,9,9367,11449.021013164916
2024-04-28,Keyboard,Electronics,West,1,6285,7892.818035423496
2024-04-29,Laptop,Accessories,South,14,5937,7059.3760355360955
2024-04-30,Tablet,Electronics,East,11,1369,1704.239591062386
2024-05-01,Laptop,Electronics,North,3,2818,2970.3131799256544
2024-05-02,Tablet,Accessories,East,9,3101,3890.4994243103342
2024-05-03,Monitor,Electronics,East,14,4490,4759.555869323323
2024-05-04,Phone,Accessories,East,9,2779,3536.217318228099
2024-05-05,Laptop,Electronics,West,4,8674,11258.771217386999
2024-05-06,Keyboard,Accessories,North,4,2364,2655.9938701464757
2024-05-07,Monitor,Electronics,South,8,8294,9144.795526458593
2024-05-08,Laptop,Electronics,North,2,4676,5804.509772350049
2024-05-09,Keyboard,Accessories,South,9,3426,3814.017060998197
2024-05-10,Laptop,Electronics,West,14,9264,11731.842479426823
2024-05-11,Tablet,Accessories,West,9,9089,9777.134080029828
2024-05-12,Laptop,Electronics,West,16,3962,4284.858622013755
2024-05-13,Laptop,Accessories,West,17,1859,2407.010685233011
2024-05-14,Laptop,Accessories,South,16,5138,6260.446064827822
2024-05-15,Monitor,Accessories,East,12,3424,4320.135464111184
2024-05-16,Laptop,Accessories,South,3,5017,5674.6401215431415
2024-05-17,Keyboard,Electronics,North,11,9560,11654.796161354245
2024-05-18,Tablet,Electronics,West,14,9342,11196.951787679229
2024-05-19,Tablet,Accessories,West,18,2134,2562.480589085592
2024-05-20,Laptop,Accessories,North,5,6166,7526.423786377397
2024-05-21,Monitor,Accessories,South,16,6119,7305.105695094238
2024-05-22,Monitor,Electronics,East,5,6694,7746.735875028012
2024-05-23,Keyboard,Electronics,East,3,7136,7985.046086774895
2024-05-24,Laptop,Electronics,North,12,6485,8055.312482743029
2024-05-25,Tablet,Electronics,East,1,5164,5714.317707134113
2024-05-26,Monitor,Accessories,South,9,3346,4092.4543770981672
2024-05-27,Laptop,Accessories,South,9,6039,6693.224228994821
2024-05-28,Monitor,Accessories,North,4,5897,7113.743003055354
2024-05-29,Monitor,Electronics,South,3,9252,11442.592031869444
2024-05-30,Tablet,Electronics,West,17,6041,6673.3626507211
2024-05-31,Phone,Electronics,North,2,4901,5219.495529380318
2024-06-01,Keyboard,Accessories,South,1,2337,2530.371409344346
2024-06-02,Keyboard,Accessories,North,8,2184,2624.07434412998
2024-06-03,Tablet,Electronics,East,13,5426,6849.57405004521
2024-06-04,Monitor,Accessories,South,15,2551,2707.2467227428915
2024-06-05,Laptop,Electronics,West,8,2629,3242.970915005122
2024-06-06,Monitor,Electronics,South,12,2526,2867.842724917458
2024-06-07,Tablet,Accessories,North,12,2361,2761.501370344998
2024-06-08,Keyboard,Electronics,North,14,5370,6885.493945667672
2024-06-09,Monitor,Accessories,South,15,6283,7118.594241063829
2024-06-10,Keyboard,Electronics,West,15,8610,10042.137750304742
2024-06-11,Laptop,Accessories,West,9,2993,3152.8878668446796
2024-06-12,Keyboard,Accessories,West,19,1869,2000.577001922261
2024-06-13,Keyboard,Accessories,North,8,2014,2244.9008661363637
2024-06-14,Phone,Electronics,South,19,1602,1693.2548224488403
2024-06-15,Phone,Electronics,East,6,1690,2041.2560752553861
2024-06-16,Phone,Accessories,North,19,9685,11201.667021405929
2024-06-17,Keyboard,Accessories,West,4,1489,1767.4970517155061
2024-06-18,Tablet,Electronics,South,7,7864,8600.556367472185
2024-06-19,Keyboard,Electronics,West,4,8240,9261.61998063943
2024-06-20,Tablet,Electronics,East,12,8786,10683.390459014012
2024-06-21,Tablet,Accessories,West,13,9024,11652.922944510181
2024-06-22,Phone,Electronics,West,3,1294,1375.0098262603146
2024-06-23,Monitor,Electronics,East,12,6488,8256.603368427242
2024-06-24,Laptop,Accessories,South,2,5027,6003.3454497478615
2024-06-25,Phone,Electronics,North,2,3912,4659.113336287
2024-06-26,Phone,Electronics,South,9,5744,6749.599976558343
2024-06-27,Monitor,Electronics,East,1,2873,3066.4923022006797
2024-06-28,Laptop,Accessories,West,8,4258,4566.573908673143
2024-06-29,Keyboard,Accessories,South,6,3817,4581.270281400183
2024-06-30,Keyboard,Accessories,North,6,9636,10939.169198588259
2024-07-01,Phone,Accessories,East,18,4641,5937.310274246754
2024-07-02,Laptop,Accessories,South,17,5458,6285.692788227
2024-07-03,Phone,Accessories,North,12,6307,6848.26904000939
2024-07-04,Tablet,Accessories,East,6,9933,12204.475543293931
2024-07-05,Phone,Electronics,North,8,3041,3416.071938650528
2024-07-06,Phone,Electronics,East,19,1679,1983.5161615126362
2024-07-07,Keyboard,Accessories,West,10,6738,8250.399327183459
2024-07-08,Keyboard,Electronics,South,1,6668,8502.140273373852
2024-07-09,Keyboard,Electronics,North,13,8697,10854.271705297544
2024-07-10,Tablet,Accessories,East,17,9033,11012.042381523577
2024-07-11,Keyboard,Electronics,North,3,1062,1295.5426099259107
2024-07-12,Laptop,Electronics,North,8,8829,11358.342170539823
2024-07-13,Monitor,Electronics,South,14,8352,9387.280715572768
2024-07-14,Laptop,Electronics,West,3,7915,8312.950556390706
2024-07-15,Laptop,Electronics,North,16,9326,10426.362055236901
2024-07-16,Keyboard,Accessories,East,13,4644,5129.1718917466505
2024-07-17,Monitor,Accessories,East,17,5970,7256.288118282642
2024-07-18,Monitor,Accessories,West,13,9003,10879.476383172265
2024-07-19,Monitor,Electronics,East,6,4278,5126.606948802702
2024-07-20,Tablet,Accessories,West,17,8296,8744.488901216406
2024-07-21,Keyboard,Electronics,East,14,4074,5019.960448457985
2024-07-22,Monitor,Electronics,South,17,9312,10530.778800266226
2024-07-23,Tablet,Electronics,North,8,8552,10401.489704496178
2024-07-24,Phone,Electronics,South,11,2637,3135.7743289900445
2024-07-25,Phone,Accessories,North,1,6103,6931.071709471629
2024-07-26,Tablet,Accessories,North,7,1644,1781.5108457797883
2024-07-27,Tablet,Electronics,North,17,3032,3255.169524426645
2024-07-28,Keyboard,Accessories,South,10,3761,4730.885112708768
2024-07-29,Keyboard,Electronics,North,11,3068,3925.810914776555
2024-07-30,Phone,Accessories,South,9,1241,1504.6467415086238
2024-07-31,Monitor,Accessories,West,9,3668,3946.249083327063
2024-08-01,Phone,Electronics,East,5,1802,2073.2132612081523
2024-08-02,Monitor,Accessories,East,17,6059,7466.1106533592865
2024-08-03,Monitor,Electronics,North,9,1195,1487.7214890980079
2024-08-04,Keyboard,Accessories,South,17,3187,3440.540687310425
2024-08-05,Laptop,Electronics,East,19,3330,3496.5255734387806
2024-08-06,Laptop,Electronics,South,7,5841,7172.948121247155
2024-08-07,Tablet,Accessories,South,9,4606,5246.920496648117
2024-08-08,Keyboard,Accessories,North,7,9468,10543.757311940422
2024-08-09,Monitor,Electronics,East,13,1060,1116.4178294942242
2024-08-10,Laptop,Accessories,North,11,4927,5838.863794278477
2024-08-11,Monitor,Accessories,North,14,7296,9213.29894141699
2024-08-12,Laptop,Electronics,East,19,3591,4630.263810441215
2024-08-13,Laptop,Electronics,East,11,9758,11626.034807021118
2024-08-14,Laptop,Accessories,West,13,7121,8392.919778708947
2024-08-15,Keyboard,Electronics,West,14,2200,2356.781012019083
2024-08-16,Phone,Electronics,South,13,3854,4575.538944286295
2024-08-17,Monitor,Electronics,East,1,8024,9187.438032404581
2024-08-18,Keyboard,Accessories,West,8,7972,9580.620614800968
2024-08-19,Keyboard,Accessories,South,12,1136,1303.198282796939
2024-08-20,Keyboard,Electronics,South,19,2029,2252.3417303701985
2024-08-21,Keyboard,Accessories,South,12,3594,3859.026299792696
2024-08-22,Keyboard,Electronics,West,8,8206,9262.355189074118
2024-08-23,Tablet,Accessories,East,8,1661,1784.1817674379893
2024-08-24,Monitor,Electronics,North,13,3472,3799.1465533152186
2024-08-25,Keyboard,Electronics,South,12,1086,1408.3617670543467
2024-08-26,Monitor,Accessories,West,16,7219,8381.44589432722
2024-08-27,Tablet,Electronics,West,1,9143,10815.875890288842
2024-08-28,Tablet,Accessories,North,13,7968,10106.648109244534
2024-08-29,Monitor,Accessories,North,7,3773,4900.720365387841
2024-08-30,Laptop,Electronics,West,5,2700,3228.3322533076603
2024-08-31,Phone,Electronics,East,8,3700,4636.538284465859
2024-09-01,Laptop,Accessories,North,14,7815,8844.51102629778
2024-09-02,Laptop,Electronics,West,13,2647,2981.676063840745
2024-09-03,Laptop,Electronics,North,15,7038,8098.457197089929
2024-09-04,Keyboard,Electronics,East,17,6164,7508.533691780092
2024-09-05,Tablet,Electronics,South,15,6520,7957.9724534858115
2024-09-06,Laptop,Electronics,North,18,4687,5290.731807550494
2024-09-07,Tablet,Accessories,East,18,1596,1728.9507597305148
2024-09-08,Monitor,Accessories,West,2,5545,6698.909310525311
2024-09-09,Phone,Electronics,North,4,9676,10470.220260634622
2024-09-10,Monitor,Electronics,North,1,9837,11751.507700862981
2024-09-11,Monitor,Electronics,West,4,5757,7042.8577978050425
2024-09-12,Keyboard,Accessories,South,18,5384,6596.223074146931
2024-09-13,Phone,Electronics,West,5,9912,12274.703890214481
2024-09-14,Monitor,Accessories,North,19,5733,7270.675765958988
2024-09-15,Monitor,Accessories,West,15,8081,9495.092153516864
2024-09-16,Phone,Accessories,East,8,9690,11943.528661635386
2024-09-17,Phone,Electronics,West,17,8117,9779.306273241124
2024-09-18,Monitor,Accessories,North,1,5729,6282.7650537752315
2024-09-19,Phone,Electronics,West,12,2673,2823.817105183982
2024-09-20,Monitor,Accessories,South,19,9306,10433.285533777387
2024-09-21,Monitor,Electronics,West,15,8178,9492.682412607262
2024-09-22,Keyboard,Accessories,South,9,3294,3966.886745236998
2024-09-23,Laptop,Electronics,East,7,4630,5845.327925057461
2024-09-24,Monitor,Accessories,South,2,1146,1259.5243978363164
2024-09-25,Tablet,Electronics,West,9,4453,4815.41830360448
2024-09-26,Laptop,Electronics,North,10,5507,7108.82101768528
2024-09-27,Laptop,Electronics,South,2,6783,7305.366561562542
2024-09-28,Laptop,Electronics,East,19,8751,10235.368838627002
2024-09-29,Keyboard,Accessories,South,11,6628,7929.679098610502
2024-09-30,Monitor,Accessories,South,13,9328,11056.885149556147
2024-10-01,Keyboard,Electronics,South,10,4360,4671.775051165909
2024-10-02,Monitor,Accessories,East,14,4005,4262.3481976461235
2024-10-03,Keyboard,Electronics,West,18,4552,4899.640140450659
2024-10-04,Keyboard,Electronics,South,19,1018,1217.93206554558
2024-10-05,Tablet,Accessories,South,9,3242,3845.2915314276174
2024-10-06,Keyboard,Electronics,North,7,7318,8111.528779031223
2024-10-07,Phone,Electronics,East,3,6097,7373.977235708143
2024-10-08,Tablet,Accessories,South,6,9640,12098.362679954116
2024-10-09,Keyboard,Electronics,East,2,2948,3126.04369340694
2024-10-10,Laptop,Electronics,South,6,6618,7773.055991600236
2024-10-11,Phone,Electronics,West,3,5236,6400.107329442421
2024-10-12,Phone,Electronics,West,16,7901,8794.429133944399
2024-10-13,Phone,Accessories,South,8,2920,3290.6727608639994
2024-10-14,Tablet,Accessories,West,2,5188,6243.288360177231
2024-10-15,Keyboard,Accessories,South,17,1238,1577.8109733208364
2024-10-16,Keyboard,Electronics,West,9,1204,1507.9872505111728
2024-10-17,Laptop,Electronics,North,12,6552,7834.767298885118
2024-10-18,Laptop,Accessories,North,3,5927,7305.356030286804
2024-10-19,Phone,Electronics,North,11,5390,6151.098278605008
2024-10-20,Laptop,Electronics,East,1,3687,4462.159975525031
2024-10-21,Tablet,Electronics,East,13,5951,6942.111662200024
2024-10-22,Keyboard,Electronics,North,15,7160,7857.985684259034
2024-10-23,Phone,Accessories,East,5,6388,7828.076023381979
2024-10-24,Laptop,Accessories,West,17,6126,7284.525592099721
2024-10-25,Tablet,Accessories,South,6,1816,2069.6141982069307
2024-10-26,Tablet,Electronics,South,11,1192,1523.1790786434321
2024-10-27,Laptop,Accessories,South,18,2776,2929.3282777717527
2024-10-28,Keyboard,Accessories,North,4,4645,5243.9415718884775
2024-10-29,Laptop,Electronics,East,3,7314,7783.707635836427
2024-10-30,Phone,Electronics,West,13,9442,11723.487729941153
2024-10-31,Laptop,Accessories,West,9,2788,3416.7688955173135
2024-11-01,Tablet,Accessories,North,6,8374,9486.38586992448
2024-11-02,Laptop,Accessories,West,12,4700,5728.9039100933105
2024-11-03,Keyboard,Accessories,West,2,4893,5621.980211944196
2024-11-04,Monitor,Electronics,West,3,7811,9678.324591200158
2024-11-05,Laptop,Accessories,West,3,3679,4280.685423802085
2024-11-06,Keyboard,Accessories,East,12,4904,5654.654946321622
2024-11-07,Keyboard,Electronics,West,15,8260,10603.217275483343
2024-11-08,Tablet,Accessories,South,9,1504,1673.5305415589035
2024-11-09,Keyboard,Electronics,North,8,7773,8395.709293448326
2024-11-10,Keyboard,Electronics,East,11,4816,5760.589908364387
2024-11-11,Keyboard,Electronics,West,16,1717,2218.9313879229835
2024-11-12,Keyboard,Accessories,East,4,5434,6218.994571848382
2024-11-13,Phone,Accessories,West,1,1658,1766.61423852413
2024-11-14,Phone,Electronics,South,7,6057,6873.643001023512
2024-11-15,Tablet,Accessories,North,2,5008,5891.826431208086
2024-11-16,Laptop,Accessories,West,5,5994,6536.341625438373
2024-11-17,Keyboard,Electronics,West,7,5234,6356.8267523269205
2024-11-18,Laptop,Electronics,West,4,4764,6190.51952231115
2024-11-19,Laptop,Accessories,West,5,5637,6555.46385652685
2024-11-20,Tablet,Electronics,North,1,3104,3534.469360022645
2024-11-21,Keyboard,Accessories,North,1,7801,8972.523301368918
2024-11-22,Keyboard,Accessories,South,15,9575,10329.381164533514
2024-11-23,Monitor,Accessories,North,19,3607,4583.841970086097
2024-11-24,Laptop,Accessories,West,10,9385,10827.534694266973
2024-11-25,Laptop,Electronics,South,18,4719,5411.836986878457
2024-11-26,Phone,Electronics,South,3,3581,4350.637716841007
2024-11-27,Monitor,Electronics,South,11,3565,4137.212286404863
2024-11-28,Phone,Electronics,West,15,3763,4560.975635780981
2024-11-29,Phone,Accessories,East,11,7328,7806.969603519602
2024-11-30,Phone,Accessories,West,17,6991,8762.734973990522
2024-12-01,Tablet,Electronics,North,17,4406,5662.265104096662
2024-12-02,Tablet,Accessories,North,6,9923,12028.574731714896
2024-12-03,Phone,Accessories,West,5,5780,7448.347767200982
2024-12-04,Monitor,Accessories,West,8,5177,5631.841272873325
2024-12-05,Laptop,Electronics,South,2,7476,8742.090858138781
2024-12-06,Monitor,Electronics,West,16,3604,4326.427867284849
2024-12-07,Keyboard,Electronics,South,12,9181,10975.281039993479
2024-12-08,Tablet,Accessories,North,6,3382,3890.535934219786
2024-12-09,Laptop,Electronics,South,1,1531,1736.9518076849365
2024-12-10,Laptop,Electronics,West,4,7079,7657.396813908604
2024-12-11,Keyboard,Electronics,North,17,1634,1875.7267910546907
2024-12-12,Keyboard,Electronics,East,13,1002,1092.8465341839242
2024-12-13,Phone,Electronics,South,18,9397,11592.058565499345
2024-12-14,Tablet,Electronics,North,5,6951,7661.445958155724
2024-12-15,Tablet,Accessories,South,3,6626,7054.31342820383
2024-12-16,Monitor,Accessories,North,11,8739,10382.731919596203
2024-12-17,Phone,Electronics,North,13,7003,8395.248454558492
2024-12-18,Phone,Electronics,South,4,3890,4932.435452095291
2024-12-19,Phone,Accessories,East,14,7239,8645.1424730729
2024-12-20,Phone,Accessories,North,11,9026,10256.877546426955
2024-12-21,Tablet,Electronics,North,10,4306,5385.742290463084
2024-12-22,Tablet,Electronics,North,19,1897,2248.0772650941344
2024-12-23,Phone,Electronics,East,18,1670,1786.5995188335226
2024-12-24,Monitor,Electronics,East,6,8291,9878.416748889282
2024-12-25,Laptop,Accessories,West,15,2505,3198.8966140703164
2024-12-26,Laptop,Electronics,South,10,7460,8572.123046554181
2024-12-27,Monitor,Electronics,East,5,6167,6932.210305079017
2024-12-28,Phone,Electronics,South,5,6255,6792.100363411928
2024-12-29,Tablet,Electronics,West,10,1249,1358.7388642243152
2024-12-30,Laptop,Accessories,South,5,7457,8636.644239684236
2024-12-31,Keyboard,Accessories,East,3,2892,3467.276512868786
2025-01-01,Keyboard,Accessories,South,6,4439,4750.412945886966
2025-01-02,Monitor,Electronics,East,4,3854,4951.974335525747
2025-01-03,Phone,Electronics,South,18,4792,5936.250073699344
2025-01-04,Laptop,Accessories,East,9,6330,7574.832350683897
2025-01-05,Phone,Electronics,East,17,8871,11151.819862474948
2025-01-06,Laptop,Electronics,South,13,9235,9881.881174789965
2025-01-07,Monitor,Accessories,West,15,4612,5392.395226026292
2025-01-08,Monitor,Accessories,North,17,3618,4368.819233246374
2025-01-09,Keyboard,Accessories,West,13,5678,7138.172800234911
2025-01-10,Phone,Accessories,South,16,4163,5186.545944621275
2025-01-11,Keyboard,Electronics,West,4,3942,4412.151745592555
2025-01-12,Phone,Electronics,East,5,9411,12095.205818930417
2025-01-13,Keyboard,Accessories,North,5,2925,3162.1778965463236
2025-01-14,Tablet,Electronics,South,9,3972,5039.607683290804
2025-01-15,Tablet,Accessories,South,17,1990,2572.542774178298
2025-01-16,Tablet,Accessories,South,13,2812,3077.138926825506
2025-01-17,Tablet,Electronics,North,2,9995,12299.012577929208
2025-01-18,Laptop,Accessories,East,13,1489,1578.44628436511
2025-01-19,Tablet,Electronics,South,19,6876,7916.721836414207
2025-01-20,Monitor,Electronics,West,3,4645,5476.783981193298
2025-01-21,Monitor,Electronics,South,10,8081,9658.098517643937
2025-01-22,Laptop,Electronics,South,2,3891,4995.982958233786
2025-01-23,Tablet,Accessories,South,13,4516,5500.771025955145
2025-01-24,Tablet,Electronics,South,19,4340,5079.186577072873
2025-01-25,Tablet,Accessories,East,17,7410,9280.42300468256
2025-01-26,Keyboard,Accessories,West,14,1053,1355.8777651162482
2025-01-27,Phone,Accessories,East,12,3575,3773.471620384798
2025-01-28,Keyboard,Accessories,West,12,1615,2092.4429636733757
2025-01-29,Phone,Electronics,South,11,6944,7440.725393414548
2025-01-30,Tablet,Electronics,North,7,8404,10535.226623243669
2025-01-31,Tablet,Accessories,East,4,1954,2188.643526621365
2025-02-01,Keyboard,Accessories,North,19,2629,2847.325080058732
2025-02-02,Keyboard,Electronics,East,1,7859,9116.156368127757
2025-02-03,Phone,Accessories,South,3,9841,11917.344174585993
2025-02-04,Monitor,Electronics,East,13,4278,4899.327998252606
2025-02-05,Phone,Accessories,South,15,6455,6865.804927616205
2025-02-06,Keyboard,Electronics,East,2,4801,5760.553232875374
2025-02-07,Keyboard,Accessories,South,11,3561,4542.414516557528
2025-02-08,Laptop,Accessories,South,4,7539,8638.215160969083
2025-02-09,Keyboard,Electronics,West,19,1370,1512.5939763385582
2025-02-10,Laptop,Accessories,South,17,1857,2155.3165328493096
2025-02-11,Monitor,Accessories,West,3,5886,6251.465729308281
2025-02-12,Phone,Electronics,South,18,8485,10649.709288578782
2025-02-13,Phone,Accessories,North,8,1383,1737.857335386027
2025-02-14,Laptop,Electronics,South,19,5334,6384.79861798341
2025-02-15,Phone,Electronics,North,5,5290,6021.4785706210205
2025-02-16,Keyboard,Accessories,North,7,3725,4656.048258140136
2025-02-17,Tablet,Accessories,South,8,7204,8563.19133164385
2025-02-18,Laptop,Accessories,North,5,7111,8934.851161524792
2025-02-19,Phone,Accessories,West,17,5251,6342.497529963361
2025-02-20,Laptop,Accessories,East,5,1922,2395.006829878749
2025-02-21,Laptop,Accessories,South,4,3915,4696.593529611882
2025-02-22,Tablet,Accessories,North,19,8957,10332.21538700193
2025-02-23,Keyboard,Electronics,South,2,4046,5217.262237315288
2025-02-24,Laptop,Accessories,West,11,2230,2643.170957369956
2025-02-25,Phone,Electronics,South,13,8647,10387.402266705009
2025-02-26,Monitor,Accessories,South,15,5933,6556.688291161927
2025-02-27,Laptop,Accessories,North,12,4940,5959.678724942687
2025-02-28,Laptop,Electronics,West,11,7483,8926.485010270217
2025-03-01,Tablet,Accessories,East,7,1203,1318.7401481825677
2025-03-02,Keyboard,Accessories,East,5,1160,1235.2802582324118
2025-03-03,Monitor,Electronics,North,17,9960,11962.85470608978
2025-03-04,Phone,Accessories,South,9,4748,5891.902723718831
2025-03-05,Monitor,Accessories,North,14,7718,9113.802945194017
2025-03-06,Phone,Accessories,North,12,3581,3963.0681928174126
2025-03-07,Keyboard,Electronics,North,6,2093,2546.40762430463
2025-03-08,Phone,Accessories,South,17,5500,5885.145374088203
2025-03-09,Tablet,Accessories,West,19,9799,11371.332118338589
2025-03-10,Tablet,Accessories,North,19,6710,7319.547737213351
2025-03-11,Tablet,Accessories,South,16,3875,4247.4447057142615
2025-03-12,Tablet,Electronics,West,12,4191,4612.503485230508
2025-03-13,Monitor,Electronics,North,12,2837,3253.1219802084415
2025-03-14,Keyboard,Accessories,East,6,1689,1795.048174323213
2025-03-15,Phone,Accessories,West,4,4759,5470.224746345394
2025-03-16,Phone,Electronics,North,6,3103,3655.1070520992293
2025-03-17,Tablet,Electronics,West,11,1365,1598.1741747447586
2025-03-18,Tablet,Accessories,West,1,9092,10416.66826021611
2025-03-19,Laptop,Electronics,West,15,5172,6515.616564235483
2025-03-20,Keyboard,Accessories,West,11,7033,7640.170656948351
2025-03-21,Monitor,Electronics,West,19,3378,3973.9609001233703
2025-03-22,Phone,Electronics,West,18,2205,2349.450331097301
2025-03-23,Laptop,Electronics,North,17,5988,6393.920051280231
2025-03-24,Laptop,Electronics,East,19,6669,7959.227837874139
2025-03-25,Phone,Accessories,South,14,3735,4450.269704239003
2025-03-26,Monitor,Electronics,West,18,9490,12047.634509223475
2025-03-27,Laptop,Electronics,South,19,1956,2326.600227397776
2025-03-28,Laptop,Accessories,North,15,7623,9833.271737136543
2025-03-29,Keyboard,Electronics,West,15,2474,2627.8177637353565
2025-03-30,Monitor,Electronics,East,4,5460,5866.780489725711
2025-03-31,Laptop,Accessories,South,7,8002,8490.253756071548
2025-04-01,Monitor,Electronics,West,13,7396,8108.376896266715
2025-04-02,Phone,Accessories,North,3,3828,4537.395496171186
2025-04-03,Tablet,Accessories,East,16,3850,4663.863224623899
2025-04-04,Laptop,Accessories,South,9,3964,4207.374891527131
2025-04-05,Keyboard,Accessories,South,8,5594,7196.64028944907
2025-04-06,Phone,Electronics,West,13,7644,9635.578034778879
2025-04-07,Monitor,Accessories,East,17,3850,4327.989514076202
2025-04-08,Phone,Electronics,East,17,1165,1245.7308681784586
2025-04-09,Laptop,Electronics,East,17,1919,2096.4533233768425
2025-04-10,Monitor,Electronics,East,1,9305,10065.554442497505
2025-04-11,Tablet,Electronics,North,8,4504,4868.017535490614
2025-04-12,Phone,Electronics,East,19,1991,2348.664080533369
2025-04-13,Laptop,Electronics,South,6,7047,7832.471731812749
2025-04-14,Keyboard,Electronics,South,3,4839,5514.209522071133
2025-04-15,Monitor,Electronics,North,5,2258,2929.47576069545
2025-04-16,Phone,Electronics,South,13,8609,10512.265342249573
2025-04-17,Phone,Electronics,South,15,9706,12494.00158858955
2025-04-18,Tablet,Accessories,East,14,5804,6301.049561353051
2025-04-19,Tablet,Accessories,South,16,1067,1222.2857049115878
2025-04-20,Keyboard,Accessories,North,18,6660,7916.628452465119
2025-04-21,Keyboard,Electronics,East,11,5478,5857.020165756627
2025-04-22,Laptop,Accessories,West,3,9210,9680.141588953373
2025-04-23,Laptop,Accessories,East,10,4521,5504.808405773966
2025-04-24,Keyboard,Accessories,North,10,1572,1902.8350701029642
2025-04-25,Keyboard,Electronics,East,16,8082,9316.098790604216
2025-04-26,Monitor,Electronics,East,12,8832,10354.734119878727
2025-04-27,Tablet,Electronics,North,2,6395,7378.939497196604
2025-04-28,Laptop,Electronics,East,9,3258,3440.452109026162
2025-04-29,Tablet,Accessories,North,3,7039,7981.1201840411795
2025-04-30,Tablet,Accessories,North,15,1650,1805.546430351382
2025-05-01,Keyboard,Accessories,West,3,6741,7243.919364683082
2025-05-02,Monitor,Accessories,South,19,7838,10104.59369020618
2025-05-03,Phone,Electronics,South,18,3587,4303.825833431562
2025-05-04,Monitor,Electronics,East,8,8876,10936.688294721022
2025-05-05,Monitor,Electronics,East,17,4262,4811.120068450048
2025-05-06,Tablet,Accessories,West,8,2338,2684.694497189252
2025-05-07,Monitor,Electronics,West,7,5996,6650.949066851188
2025-05-08,Laptop,Electronics,West,7,6780,7283.356812286394
2025-05-09,Tablet,Accessories,North,3,3827,4189.638519122235
2025-05-10,Laptop,Accessories,West,1,6232,7786.126882571924
2025-05-11,Phone,Electronics,West,4,3217,3922.766213819052
2025-05-12,Tablet,Electronics,East,5,4539,5386.57754202452
2025-05-13,Phone,Electronics,West,1,8845,10337.79248137664
2025-05-14,Tablet,Electronics,North,15,5383,6893.51593723023
2025-05-15,Keyboard,Electronics,North,5,3961,4231.075782037827
